file_name,signal_mean,signal_std,rmse_mean,zcr_mean,tempo_bpm,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,attack_id,label
LA_T_2556562.flac,-5.0499885e-08,0.1350205,0.08958904,0.0738234747023809,93.75,-326.55392,202.20232,64.72011,53.99571,2.977679,31.684,21.074831,33.75481,0.5707673,18.518038,-7.2236133,21.502962,-0.25384474,13.833388,-12.094957,21.877815,-7.6787148,16.88637,-8.788234,16.077839,-14.22433,17.723572,1.9359245,10.54936,-8.726608,12.299168,1585.6761065624762,1785.990364580439,3485.3050595238096,-,bonafide
LA_T_9026573.flac,-1.1394832e-06,0.12706019,0.07317246,0.0777608580508474,117.1875,-344.4383,172.15924,59.812775,46.64397,14.346883,23.937803,21.678856,25.24161,1.260982,19.892525,-1.7598872,18.167078,-4.1002784,14.477631,-16.437887,22.022997,-6.681678,15.033522,-4.3131146,14.002528,-8.355153,10.329859,-6.327223,10.206084,-5.566236,6.8245707,1757.6630809920696,1920.8733668293787,3935.3813559322034,-,bonafide
LA_T_9970357.flac,-1.0944044e-07,0.059414715,0.030936055,0.1153112340856481,104.16666666666669,-418.66275,183.02765,64.90138,31.898533,6.645831,43.2992,17.668175,13.571751,-7.165625,26.581902,-0.016942695,10.683244,-6.4683447,16.498173,-1.4785051,10.900574,-1.5485425,9.097962,-7.107134,9.112151,-5.2426353,7.2664394,-8.986833,9.802839,-9.027475,7.1585627,1989.4851403261875,2050.8824202412275,4626.012731481482,A06,spoof
LA_T_5112697.flac,2.0480272e-06,0.17772493,0.14764836,0.1475744912790697,98.6842105263158,-224.74213,107.367836,87.3907,46.680183,-32.742676,57.52041,31.753813,32.855846,-23.058645,24.247093,-29.652205,20.728886,-23.806719,13.947971,-17.805492,14.8627615,-6.3723774,14.468904,-14.19306,9.87366,-8.425889,9.31891,-9.7028,11.707265,-9.341916,8.00322,1672.1989812310453,1424.0891583031598,3153.5247093023254,A01,spoof
LA_T_6911273.flac,9.336277e-07,0.1199327,0.09694125,0.2189374210858586,117.1875,-272.5162,98.44398,71.26492,61.35538,-5.6368856,56.001156,19.324846,38.679096,-23.951054,32.511345,-11.6701,17.169567,-20.447706,15.925949,-25.618254,20.95229,-11.049387,12.528418,-22.49807,12.684844,-8.0554495,11.370357,-12.374692,14.008082,-6.018601,8.233316,2129.3511389997025,1572.7176334389533,3659.406565656566,A01,spoof
LA_T_5863415.flac,-3.2193452e-07,0.118603304,0.10497638,0.1456429617745535,125.0,-184.96227,148.52542,77.692604,63.308273,-18.49795,41.9332,21.09657,24.797953,-15.861501,19.548134,-0.49959728,14.839539,-20.24747,17.588816,-13.33174,15.316392,-8.958654,13.165697,-18.75482,12.750131,-6.4667087,9.064744,-9.653633,7.356997,-14.599905,10.955906,1924.5161094170512,1620.8492838553154,3632.045200892857,A04,spoof
LA_T_9040288.flac,1.521431e-06,0.17018247,0.14195628,0.1787034254807692,104.16666666666669,-241.83627,132.01729,85.54455,67.23668,-27.482954,60.284245,3.3469174,29.183475,-14.628136,25.238876,-15.545884,18.102575,-19.849771,11.548133,-22.14118,17.532051,-10.402856,10.865895,-10.122709,7.9784603,-17.933472,9.312026,-3.2432861,8.490509,-12.85387,7.6998615,1897.0044653064156,1422.7893561207352,3252.403846153846,A01,spoof
LA_T_7628906.flac,2.7210726e-06,0.13255471,0.10907859,0.0947178431919642,187.5,-286.46744,131.7947,100.84074,48.935753,-16.023275,57.79547,38.299778,37.60505,-22.184488,30.755978,-18.007605,13.464263,-21.744192,16.340275,-21.96853,10.945658,-20.364824,14.059204,-21.887491,11.422958,-7.805458,10.124885,-13.301561,11.339006,-2.7085817,7.7133155,1478.2610420259657,1355.752700169672,2749.581473214286,A01,spoof
LA_T_8193150.flac,1.0372037e-06,0.14548703,0.10738512,0.1228957403273809,93.75,-246.77013,152.18721,65.72341,45.33413,-3.2819633,25.02161,37.40297,25.649315,-13.243012,22.4715,1.6156747,14.765156,-16.709835,16.23865,-22.316334,18.336903,-13.351033,13.359587,-19.735842,17.143549,-5.0364914,10.32168,0.2562136,9.193073,-7.989822,10.096618,1824.0172373908963,1738.907735690355,3818.5143849206343,-,bonafide
LA_T_1962461.flac,-9.375888e-08,0.18784969,0.16720197,0.1046600341796875,110.29411764705884,-203.84938,94.34718,102.94446,42.80738,-31.226192,56.376595,41.98848,33.47695,-37.99276,31.25595,-20.07425,16.304842,-19.722387,12.662633,-20.63794,15.313295,-16.609314,14.184605,-22.411015,9.051079,-7.3171597,10.492599,-15.411438,10.187153,-5.041882,8.541141,1393.5858544436126,1318.792454891211,2758.7890625,A01,spoof
LA_T_8996947.flac,1.2727072e-07,0.07045971,0.04513113,0.1086216517857142,125.0,-407.7541,178.93431,86.10521,63.61694,-5.527144,49.396267,34.072502,39.71507,-1.0088129,14.739869,-14.814262,17.264359,-8.118152,18.69419,-23.536676,16.704206,-13.170059,9.259503,-15.204229,12.674202,-8.715556,7.4156914,-2.34833,6.6582994,-7.9466105,7.4661345,1527.6261789576954,1513.354783480849,2982.589285714286,A02,spoof
LA_T_9032022.flac,1.3550591e-06,0.13097464,0.07412789,0.0878314393939393,98.6842105263158,-357.38376,152.88472,65.75419,37.581577,-0.9354105,35.09729,11.90457,19.457083,-0.8556302,19.783327,1.0531837,18.503002,-11.242415,20.988384,-10.960248,15.917409,-4.521637,12.894733,-1.7173585,12.40591,-6.684114,9.833715,-4.3980784,10.039612,0.4584932,8.069397,1619.8657371981935,1760.9770091992516,3528.96148989899,-,bonafide
LA_T_8303411.flac,-8.9917385e-06,0.12153015,0.09347895,0.0809983473557692,78.125,-308.76468,162.99808,86.40906,58.658485,4.185691,40.076366,3.0366995,27.765808,-0.99732286,26.14411,-7.602374,20.199215,-0.94819576,14.763254,-19.38634,21.34455,-2.1096313,12.560555,-3.1682227,9.831536,-14.924014,12.754856,-4.8305874,8.984649,-13.4231615,9.411967,1479.1750328185608,1646.5636226316003,2959.8357371794878,-,bonafide
LA_T_7546585.flac,-2.4863706e-07,0.1113435,0.07708142,0.1359712266430412,125.0,-319.1664,133.62991,66.67056,55.416664,9.235885,32.601467,21.95259,30.341484,-2.3761723,17.37386,-14.153457,16.658121,-22.01951,16.52662,-26.894093,17.795906,-13.720704,12.584215,-10.815102,8.316191,-11.967293,8.615529,-7.7397695,7.6703024,-6.80728,8.392682,1657.8193726813445,1612.2522790660837,3236.630154639175,A05,spoof
LA_T_3215578.flac,1.4432645e-07,0.088273294,0.059745025,0.1369954427083333,133.92857142857142,-298.29465,136.8715,54.503677,53.11692,-17.979147,40.464844,7.7787795,33.321266,-29.05307,29.728947,-0.83230203,12.325989,-15.968634,19.350395,-7.8337474,15.751125,-6.919738,12.637675,-19.580347,15.559161,-8.149656,10.316464,-2.9031615,11.228336,-5.204997,8.834963,2038.9064975296928,1655.422539754859,3784.5703125,-,bonafide
LA_T_4275693.flac,6.0965276e-06,0.13305023,0.105080575,0.1609227990591397,133.92857142857142,-308.2437,150.8729,59.008858,61.922436,-1.5834349,46.012257,29.512676,46.0296,-0.38863447,26.703434,-6.153959,19.993093,-13.191498,16.737175,-29.01426,22.126532,-12.475817,15.024189,-2.8876228,12.223006,-7.535278,9.215128,-5.368786,11.701832,-3.446731,8.026791,2081.903865346222,1658.7057905422416,3822.244623655914,A03,spoof
LA_T_3732733.flac,4.3032387e-07,0.1461438,0.122742675,0.068328697643979,125.0,-289.059,124.20819,94.23554,50.194923,-2.1208503,35.06174,51.131126,35.586372,10.010502,18.56168,3.4106324,15.047551,-6.584437,15.363448,-29.133505,17.36804,-3.652839,10.611271,-12.067988,11.13419,-5.7952952,7.813111,-4.1629033,5.491278,-3.7838922,6.5042224,1176.0934567439044,1399.327400623082,2425.5971858638745,A02,spoof
LA_T_8644094.flac,3.751261e-06,0.14558804,0.12033674,0.0836786684782608,117.1875,-259.84702,143.31354,92.01357,63.884098,-0.47998598,32.27962,40.820484,34.57277,-13.047303,27.618635,10.319984,11.843732,-14.285774,19.121208,-33.909172,24.126053,-11.585938,13.653348,-28.842848,24.13816,-0.22298415,9.888724,6.6288185,12.759115,-11.590708,12.051494,1493.6064463371229,1556.3664866685058,3110.1902173913045,A03,spoof
LA_T_7939231.flac,-8.659496e-06,0.12432088,0.0892525,0.067645263671875,89.28571428571429,-298.96088,143.28786,111.67312,44.618538,4.679784,27.042557,17.883453,28.099894,-2.78429,18.069586,7.8811874,15.968856,-11.103297,11.320543,-23.013294,16.610188,-0.5516016,11.421487,-7.9758253,13.16737,-5.113739,9.224792,-0.94711226,8.980328,-0.53981555,11.054077,1287.4311774521905,1563.291631854584,2662.59765625,-,bonafide
LA_T_2504535.flac,4.098516e-07,0.11692901,0.081853904,0.110380626860119,117.1875,-280.21576,157.91985,84.41454,58.714947,-11.585921,37.465446,8.57253,19.345716,-8.812091,25.25963,-0.23899691,12.635051,-6.3588796,15.196909,-12.340544,15.30865,-8.692279,13.033334,-12.892641,15.5544815,-5.7446265,9.403012,-4.901693,10.232088,-7.0933766,8.848689,1555.6493662514472,1577.7045862038417,3100.4464285714284,-,bonafide
LA_T_2451883.flac,2.883355e-07,0.14029875,0.0835727,0.1020984184451219,156.25,-352.26108,139.6135,72.13071,33.81463,11.837276,36.742702,29.028141,29.991274,-4.940534,18.457087,-14.951997,14.970507,-21.865623,13.103939,-20.78052,10.100523,-12.447728,7.737014,-13.461635,5.9785385,-10.76957,4.9077086,-8.638508,7.0208697,-6.5382395,3.7822301,1435.9606462580014,1661.6747137518123,3108.517530487805,A02,spoof
LA_T_4571977.flac,-9.0257015e-07,0.13401654,0.10866098,0.1501323993389423,104.16666666666669,-209.55936,112.52257,67.06417,53.22554,-8.142747,32.02941,22.556946,32.82485,-26.071384,26.182076,-11.568425,18.427362,-24.924051,16.08589,-15.768895,14.245957,-17.197868,16.156893,-13.345423,11.535438,-14.8944235,11.928663,-1.5509698,10.479006,-9.602591,11.1436,2021.821756476212,1632.2872753679635,3759.465144230769,A04,spoof
LA_T_3769139.flac,-1.9173984e-07,0.092564456,0.06898833,0.1672182436342592,85.22727272727273,-273.04562,171.48332,53.429462,56.743107,-9.001758,40.766434,6.1724935,30.024292,-16.6166,25.469648,1.7014223,17.401241,-12.647331,17.669186,-12.542836,15.228078,-8.130908,16.694899,-6.7888446,10.262551,-10.791435,12.428522,1.8428266,7.663439,-6.8547297,10.86553,2136.9673265153638,1768.91426434641,4001.7361111111113,-,bonafide
LA_T_3894532.flac,4.1277295e-07,0.12922889,0.10198809,0.2055538862179487,170.45454545454547,-299.97205,121.92469,42.32029,50.042763,21.061214,34.227543,37.99192,45.643707,-20.923178,35.79337,-13.32283,16.236673,-13.095427,17.685505,-23.640627,22.45202,-14.852575,11.958285,-23.148027,16.504803,-9.220828,9.580427,-10.418355,14.533115,-4.4235373,4.7680836,2371.629928121178,1784.3715297146491,4315.504807692308,A01,spoof
LA_T_7532043.flac,3.6695232e-07,0.093026854,0.058701586,0.16055908203125,187.5,-348.6507,169.24678,74.86912,68.92719,-24.608896,46.19937,33.026012,30.255796,2.8177323,13.363043,-5.059427,17.166248,-7.89601,12.624939,-23.582146,23.796825,-8.037189,10.360617,-12.625617,14.078767,-7.895068,8.844992,-2.7045403,10.877611,-4.5026045,8.200557,2082.369407805368,1668.224841400214,3962.98828125,-,bonafide
LA_T_2119444.flac,-1.6246182e-07,0.15584049,0.07830701,0.1140477990591397,187.5,-383.855,118.45179,34.31135,44.383247,21.235048,26.994118,18.200533,27.704414,-1.2095994,21.569307,-10.337034,21.42144,-17.116512,16.501814,-16.760353,14.869216,-14.897865,11.640829,-9.441215,9.652412,-10.812223,10.758591,-7.33208,7.084277,-3.8650732,9.307069,1644.9597083726555,1615.0405124369584,2828.9650537634407,A05,spoof
LA_T_7041159.flac,7.0982987e-06,0.21095432,0.16050473,0.116924579326923,78.125,-272.5584,147.48131,44.575375,53.374306,10.820507,29.794458,43.125988,34.42238,-3.832107,16.462303,-5.368695,16.41745,-22.563723,25.733908,-19.474495,21.557531,-13.562708,14.91002,-8.541295,12.69512,-6.998215,10.16389,-5.3279243,10.260552,2.000278,6.0943027,1955.4491082783368,1743.8157491899724,3849.3990384615386,A03,spoof
LA_T_9022919.flac,5.267852e-08,0.10684764,0.07493924,0.1303173000529661,170.45454545454547,-349.1658,147.00449,58.08865,37.22393,6.061006,44.713688,38.05939,40.027893,-10.52892,23.688236,-14.115418,15.087823,-20.771362,12.16799,-18.966988,11.716173,-16.747055,8.269346,-17.069141,9.5178,-6.284446,10.946854,-9.051649,7.467295,-3.08079,7.0166063,1721.7916562861692,1717.939641458753,3629.104872881356,A02,spoof
LA_T_2797155.flac,9.271325e-08,0.114664555,0.06900649,0.1161673409598214,125.0,-331.6167,155.85071,64.49993,50.137207,-7.4404626,30.48691,8.162567,26.186842,-1.4300452,17.224838,-4.344242,18.331255,-2.2632055,12.863237,-12.7314,23.877892,-5.5716476,15.637693,-4.4587946,13.970053,-6.5670614,13.331467,3.6981466,8.524332,-4.164763,8.336499,1882.3725838008652,1796.6262811445556,3849.539620535714,-,bonafide
LA_T_5942274.flac,-2.8978318e-08,0.10852244,0.06583335,0.1299490792410714,85.22727272727273,-365.44894,138.18788,66.08726,49.26664,8.966816,41.11699,22.994133,31.113409,-3.845473,20.846546,-21.255531,20.10645,-24.423935,20.133022,-19.254164,16.019405,-7.356978,15.476214,-12.741495,6.8859134,-11.572541,8.1492605,-12.041122,11.416099,-4.9148483,8.468035,1700.9338894555449,1594.177851987822,3212.276785714286,A05,spoof
LA_T_2439075.flac,2.3798486e-06,0.1191023,0.08121568,0.0691628196022727,170.45454545454547,-320.63678,173.20906,95.81789,42.85655,2.9724183,32.693245,33.43445,30.903902,3.0079195,18.268038,-3.2700343,15.438963,2.4884894,11.884083,-13.952814,20.152431,-5.8455415,12.333211,-5.8190317,9.835622,-4.545428,9.621917,2.9873674,6.667089,-2.9662397,5.43952,1569.5893118060126,1800.5511555106004,3720.738636363637,-,bonafide
LA_T_6856715.flac,8.4558343e-07,0.12920095,0.09226849,0.1252045502533783,66.96428571428571,-267.9232,168.61598,54.016594,36.54248,8.93484,29.731382,20.565058,25.560934,-8.598262,27.18548,-2.7188976,17.76068,-15.902491,20.075354,-11.2800255,19.355925,-9.958613,18.370068,-10.69758,12.204572,-6.5840583,9.637215,-9.000686,12.075044,-10.193038,8.622012,2088.595963753724,1979.7567501712256,4342.483108108108,-,bonafide
LA_T_4418655.flac,7.1722106e-06,0.18512182,0.13919672,0.2444299768518518,156.25,-258.08414,121.995705,61.016014,80.18269,-5.8668237,54.695385,14.730549,39.230965,-13.9487295,30.106253,-8.050962,19.955463,-16.055618,11.523666,-15.011333,19.341675,-12.313902,13.384185,-17.38409,13.658258,-7.110085,9.299813,-8.567052,18.851803,-4.4937887,5.1695547,2494.789388481519,1509.520645566355,3960.069444444444,A01,spoof
LA_T_7052940.flac,1.1771151e-06,0.080491185,0.05437774,0.1678961131198347,117.1875,-301.87762,161.51709,56.816116,43.872517,-9.945514,43.365685,-10.338014,24.498436,-8.5347,22.802704,2.9143603,14.706762,-18.75256,19.02028,-20.663267,18.816427,-4.934141,11.017702,-8.441723,11.292629,-5.3790727,10.453917,-7.2162538,10.150683,-16.908451,13.953828,2205.6534684036724,1875.0109834028244,4268.530475206611,-,bonafide
LA_T_7044317.flac,2.5278478e-06,0.08877385,0.06593906,0.1242756267170329,78.125,-315.22162,126.93105,60.501442,55.188107,-7.083823,46.7051,24.481174,35.62656,-23.523102,31.107105,-1.3241124,16.771265,-14.743309,16.924557,-25.70079,20.03606,-2.957492,16.54768,-13.590015,15.755532,-7.910305,11.397866,-5.3923683,13.161013,1.1134193,8.798157,1914.2884803617064,1618.5536907241055,3563.186813186813,A03,spoof
LA_T_2047236.flac,-5.7893406e-08,0.14533374,0.09063339,0.1388149919181034,156.25,-329.87766,123.81214,51.020103,39.096054,19.838263,29.299135,33.091278,35.204617,-0.3697108,14.013716,-12.666191,14.479158,-12.868196,9.58221,-22.265526,12.557835,-20.159826,9.76961,-9.05672,6.8390417,-14.220036,6.6135106,-9.051039,6.7517047,-5.713457,4.949942,1738.8700974233086,1786.5749632611842,3657.5296336206898,A02,spoof
LA_T_1512124.flac,3.582999e-06,0.18818165,0.16888344,0.1072007665094339,170.45454545454547,-229.76631,93.25543,102.23032,71.53751,-12.535817,43.479675,37.173725,32.40611,-21.808752,26.525501,-23.799292,19.858322,-30.798174,15.212153,-32.43971,14.799456,-15.361606,10.690164,-18.145899,9.147865,-12.628301,8.634658,-8.756369,14.043435,-9.255534,7.5200853,1374.695666725087,1206.530357943394,2495.7252358490564,A01,spoof
LA_T_2653231.flac,5.685248e-06,0.18125543,0.14350729,0.0717699455492424,98.6842105263158,-301.36316,153.0764,76.214905,58.14954,4.747517,32.977192,24.681156,39.629948,-20.544147,32.268017,-5.122449,20.17716,-24.667398,25.182043,-27.022463,25.311312,-12.959741,13.112432,-5.0350585,11.593649,-3.6134036,9.772335,-7.897153,10.410183,2.176514,7.9258986,1545.5065544433314,1614.897835673234,3185.842803030303,A03,spoof
LA_T_4817040.flac,3.0263402e-07,0.12736048,0.09110707,0.0819082478530534,117.1875,-288.9745,161.84888,93.48414,55.564453,-11.974562,32.601208,29.033625,24.44321,-7.7948203,25.368635,0.5507074,10.858533,-12.376769,13.87683,-24.718124,23.514225,-10.359709,12.704131,-16.38987,15.125896,2.5974798,11.073685,-0.8260593,8.217743,-11.313691,11.854041,1480.119454537303,1546.7299769304516,3062.798187022901,-,bonafide
LA_T_4140258.flac,1.4918866e-06,0.11409305,0.079044126,0.1430419921875,85.22727272727273,-302.9338,172.23991,59.66155,46.12797,-16.030672,41.66106,11.089774,28.181404,-10.570554,33.63192,-0.4660421,15.856145,-26.239641,25.199041,-18.04662,18.257675,-5.80513,11.795932,-6.143553,11.788585,-1.737551,8.247562,-4.009455,11.172084,-1.9658239,6.584806,2008.8501209880064,1745.4310867888455,3920.8333333333335,-,bonafide
LA_T_2127844.flac,-4.3129558e-07,0.12663774,0.071449354,0.1607732599431818,98.6842105263158,-317.54907,128.55026,57.09426,48.63352,-18.032457,34.132763,13.345443,29.258966,-12.983149,25.55974,-2.1434846,13.206937,-9.1478405,16.875767,-8.830879,14.67462,-6.2577033,14.798818,-9.162311,15.971159,-0.45869482,8.846552,-9.3221655,14.300351,-2.1745298,7.246002,2017.536202875457,1673.8479348985734,3738.636363636364,-,bonafide
LA_T_4740750.flac,5.5511015e-07,0.09069107,0.061096314,0.1367038026147959,117.1875,-326.1085,180.6832,62.49699,52.579247,3.6215515,34.126514,25.601686,29.89914,-8.254957,27.309412,4.333166,14.653227,-17.006268,17.535526,-17.606949,17.99562,-13.431624,13.038117,-15.901546,18.899263,-6.4647007,10.901433,1.0213848,6.635615,-9.807566,9.6626,2001.154128140502,1818.6838518372008,4119.818239795918,-,bonafide
LA_T_9987202.flac,4.2634383e-06,0.1299441,0.09841674,0.0796014694940476,156.25,-284.02942,160.6555,69.06089,40.391018,-4.135756,35.722485,26.606428,28.874147,-25.97228,35.455982,-6.543736,19.590105,-13.681475,20.360256,-14.71916,17.396679,-12.531367,17.421082,-13.8240185,14.269596,-10.33154,12.551504,3.4336722,8.216799,-2.905735,9.42868,1642.8822875207222,1735.2521448704165,3668.4337797619046,-,bonafide
LA_T_8049822.flac,-2.7660835e-07,0.1152099,0.069281235,0.0781186995967742,117.1875,-346.04874,155.02399,66.23213,55.498516,-5.4675403,30.872862,21.677391,21.739918,5.186153,15.659923,-3.2621448,17.840837,-5.7782383,16.03677,-15.92384,21.43119,-13.647011,18.250896,-5.1278524,11.909024,-8.753343,13.714518,-1.6638371,7.3344774,-0.73068887,7.815686,1546.1602997216146,1699.8925662826202,3369.4556451612902,-,bonafide
LA_T_6017674.flac,3.928034e-06,0.14252104,0.085229814,0.1018853956653225,170.45454545454547,-306.83203,176.2999,64.80744,39.035385,1.8480717,26.642784,21.642193,16.595308,4.521085,15.788953,-5.632696,23.208223,-3.4131932,14.28222,-9.595761,19.119652,-8.947216,19.899738,-4.45178,10.674887,-8.320575,9.772273,-2.471032,5.7851744,-6.638397,6.5549994,1629.8803773201928,1837.050724851691,3694.178427419354,-,bonafide
LA_T_5064135.flac,7.216526e-07,0.11793772,0.08333098,0.1368837098817567,170.45454545454547,-254.84029,139.36874,72.98108,40.254467,-20.806295,37.589046,16.787062,23.535357,-13.482118,23.15631,-0.10301721,18.587675,-26.070786,19.330797,-17.608912,14.873533,-5.1116905,14.158553,-8.047208,10.490502,-8.910033,13.981131,-8.745285,10.950083,-5.6375613,7.001543,1744.9590432388777,1589.1070365971134,3334.248310810811,-,bonafide
LA_T_3782527.flac,-6.0179036e-07,0.11803738,0.08482751,0.106318359375,144.23076923076923,-290.1493,169.46634,74.066605,45.342205,4.161703,31.563704,27.372732,22.65339,-6.6053405,26.370127,1.0361546,9.909824,-17.070696,17.384205,-19.965693,19.849045,-13.161904,12.566495,-17.985584,18.413172,-2.104358,8.437139,-2.802079,9.251107,-9.357373,11.022587,1711.2980755625565,1768.9487064105383,3677.8125,-,bonafide
LA_T_4547012.flac,-6.6361075e-08,0.079534434,0.048009038,0.1345011393229166,98.6842105263158,-401.92358,145.66669,52.917236,46.026756,0.58559275,38.60056,18.12804,29.284683,-10.454725,24.668053,-8.874289,19.72285,-13.85768,13.1859045,-18.828762,12.255038,-13.277266,11.622713,-13.179957,9.319741,-5.288039,8.92237,-2.608874,8.588147,-14.253493,11.561272,1750.00422992297,1797.847878061572,3815.243675595238,A05,spoof
LA_T_7422329.flac,1.7604344e-06,0.11919453,0.069630146,0.058016065140845,98.6842105263158,-375.00488,156.80971,75.286026,56.156006,5.7238884,35.00967,20.533905,27.07186,2.6149457,22.294714,-3.584115,22.471899,7.0294733,11.847033,-16.361122,24.188736,-3.315329,10.576818,-5.592052,11.260652,-5.6745806,10.092759,-5.2166114,9.0089655,-11.7483425,10.563121,1474.282940994182,1751.73482673745,3367.297535211268,-,bonafide
